x,t,u_fem,u_pinn,error
0.32323232323232326,0.12121212121212122,0.866926988972401,0.8628637648550345,0.004063224117366482
0.33333333333333337,0.12121212121212122,0.8925426319729288,0.8897174395346595,0.002825192438269286
0.3434343434343435,0.12121212121212122,0.9120836669661588,0.9102584999428925,0.0018251670232662942
0.3535353535353536,0.12121212121212122,0.9253507385165213,0.9242604097397172,0.0010903287768040393
0.36363636363636365,0.12121212121212122,0.9330541557042025,0.9324061129337307,0.0006480427704718128
0.37373737373737376,0.12121212121212122,0.9365872783970943,0.9360877585910585,0.0004995198060357975
0.38383838383838387,0.12121212121212122,0.9374605544341221,0.9370261127328317,0.00043444170129047777
0.393939393939394,0.12121212121212122,0.9368857964593849,0.9364959057367551,0.0003898907226297377
0.4040404040404041,0.12121212121212122,0.9356635558691212,0.9352225653259758,0.000440990543145392
0.4141414141414142,0.12121212121212122,0.9342540405780669,0.9338285128803642,0.00042552769770276555
0.42424242424242425,0.12121212121212122,0.9328925773896736,0.9325537663711481,0.0003388110185255089
0.43434343434343436,0.12121212121212122,0.9316843626398115,0.9314724626714338,0.00021189996837767122
0.4444444444444445,0.12121212121212122,0.9306661641319033,0.930648425888741,1.7738243162312983e-05
0.4545454545454546,0.12121212121212122,0.9298420092055864,0.930029544095065,0.0001875348894786466
0.4646464646464647,0.12121212121212122,0.929202382141878,0.9295598053087069,0.0003574231668288519
0.4747474747474748,0.12121212121212122,0.9287340167268653,0.9292221455869312,0.00048812886006588396
0.48484848484848486,0.12121212121212122,0.9284246549534135,0.9290267054196164,0.0006020504662028747
0.494949494949495,0.12121212121212122,0.9282652366533375,0.9289924564462544,0.0007272197929169
0.5050505050505051,0.12121212121212122,0.9282652366533366,0.9291133410213149,0.0008481043679783307
0.5151515151515152,0.12121212121212122,0.9284246549534131,0.9293936755254716,0.0009690205720584988
0.5252525252525253,0.12121212121212122,0.9287340167268651,0.9297876720020943,0.0010536552752292705
0.5353535353535354,0.12121212121212122,0.9292023821418779,0.9303024439925303,0.0011000618506523674
0.5454545454545455,0.12121212121212122,0.9298420092055869,0.9309964121096266,0.0011544029040396753
0.5555555555555556,0.12121212121212122,0.9306661641319043,0.9318465321206255,0.0011803679887212315
0.5656565656565657,0.12121212121212122,0.9316843626398124,0.9328705783233546,0.0011862156835422688
0.5757575757575758,0.12121212121212122,0.932892577389672,0.9341579129242708,0.0012653355345987327
0.5858585858585859,0.12121212121212122,0.934254040578065,0.9356823986287939,0.0014283580507288285
0.595959595959596,0.12121212121212122,0.9356635558691206,0.9372714325190581,0.0016078766499374453
0.6060606060606061,0.12121212121212122,0.9368857964593834,0.9385016372180531,0.0016158407586697177
0.6161616161616162,0.12121212121212122,0.9374605544341205,0.9385939232146046,0.0011333687804840897
0.6262626262626263,0.12121212121212122,0.9365872783970937,0.9365410551459155,4.622325117820125e-05
0.6363636363636365,0.12121212121212122,0.9330541557042016,0.9313646404417746,0.0016895152624269993
0.6464646464646465,0.12121212121212122,0.9253507385165219,0.922494787114292,0.0028559514022299393
0.6565656565656566,0.12121212121212122,0.9120836669661616,0.9094892870514492,0.0025943799147124524
0.6666666666666667,0.12121212121212122,0.8925426319729317,0.8912350833359225,0.0013075486370092149
0.6767676767676768,0.12121212121212122,0.8669269889724036,0.866308559605428,0.000618429366975648
0.686868686868687,0.12121212121212122,0.8359343333483066,0.8345964500209453,0.001337883327361289
0.696969696969697,0.12121212121212122,0.8000716209623983,0.7972637664767317,0.002807854485666561
0.7070707070707072,0.12121212121212122,0.7505111849314368,0.7550683176949782,0.004557132763541416
0.7171717171717172,0.12121212121212122,0.7033418201512001,0.708083338869683,0.00474151871848294
0.7272727272727273,0.12121212121212122,0.6509785655405621,0.656583827628259,0.0056052620876968495
0.7373737373737375,0.12121212121212122,0.5949680732862371,0.6016903927135197,0.006722319427282519
0.7474747474747475,0.12121212121212122,0.5384840998989648,0.5456786700206351,0.007194570121670241
0.7575757575757577,0.12121212121212122,0.48548664280096676,0.49181480057438354,0.006328157773416776
0.7676767676767677,0.12121212121212122,0.4392361917199771,0.44324250971583784,0.004006317995860764
0.7777777777777778,0.12121212121212122,0.4013006521383382,0.4020208248174024,0.0007201726790642127
0.787878787878788,0.12121212121212122,0.37159874485627303,0.36890578165945687,0.002692963196816167
0.797979797979798,0.12121212121212122,0.34905644992246543,0.3434093225288654,0.0056471273936000155
0.8080808080808082,0.12121212121212122,0.3322646688084273,0.32438373476364835,0.007880934044778964
0.8181818181818182,0.12121212121212122,0.3198768674845629,0.3105199505847641,0.009356916899798784
0.8282828282828284,0.12121212121212122,0.3107696870872318,0.30044694089580026,0.010322746191431531
0.8383838383838385,0.12121212121212122,0.30400909401459925,0.2926856050887723,0.011323488925826963
0.8484848484848485,0.12121212121212122,0.29782841062099413,0.2859039062141915,0.01192450440680265
0.8585858585858587,0.12121212121212122,0.29059435412616913,0.27916694939830977,0.011427404727859358
0.8686868686868687,0.12121212121212122,0.2823331143070262,0.27184125684439997,0.010491857462626208
0.8787878787878789,0.12121212121212122,0.2729581915523399,0.2635614876482637,0.009396703904076209
0.888888888888889,0.12121212121212122,0.26236892089626834,0.2541577118022751,0.008211209093993255
0.8989898989898991,0.12121212121212122,0.25044523487743553,0.24345730547372552,0.006987929403710014
0.9090909090909092,0.12121212121212122,0.23417231632891322,0.23125011283597344,0.0029222034929397844
0.9191919191919192,0.12121212121212122,0.2187720174453002,0.2173417158919871,0.0014303015533131125
0.9292929292929294,0.12121212121212122,0.2014844648084367,0.20150800786332532,2.3543054888608417e-05
0.9393939393939394,0.12121212121212122,0.1820746756813645,0.18340471677582476,0.0013300410944602492
0.9494949494949496,0.12121212121212122,0.16026625883446996,0.1626067978652219,0.0023405390307519314
0.9595959595959597,0.12121212121212122,0.13572709446432665,0.1386684802377073,0.002941385773380656
0.9696969696969697,0.12121212121212122,0.10804646488158132,0.11107914409772554,0.003032679216144224
